,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
152,Trippie Redd,A.L.L.T.Y. 3,2ppse4DOEFlzaW7Xu3U76r,72,0.111,0.561,180800,0.785,0.0,8,0.121,-5.376,0,0.452,150.159,4,0.458
153,Zedd,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,88,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.128,1,0.047,88.335,3,0.458
154,Comethazine,Walk,21kOVEG3bDCVphKhXL8XmQ,79,0.221,0.831,96064,0.795,0.0,1,0.291,-6.186,1,0.264,160.063,4,0.744
155,Trippie Redd,Elevate & Motivate,5Tp5zlCgbwXLMa3pgYsNMl,72,0.172,0.657,221781,0.76,0.0,1,0.149,-3.446,1,0.0505,156.082,4,0.425
156,Metro Boomin,Up To Something (feat. Travis Scott & Young Thug),27P4XoNXXEV4lTc3sB61RK,77,0.319,0.799,184360,0.616,0.0,1,0.134,-8.809,1,0.157,114.014,4,0.667
157,Future,Jet Lag (feat. Young Scooter),2OsDoAzo5SGq10qwmKSQBv,79,0.266,0.81,271067,0.458,0.0,4,0.174,-7.495,0,0.105,125.049,4,0.493
158,Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,83,0.147,0.755,216632,0.599,0.0,8,0.109,-5.042,1,0.224,133.123,4,0.755
159,Metro Boomin,Lesbian (feat. Gunna & Young Thug),3tkFCUaISwablf9MJydsuB,76,0.636,0.8,206813,0.406,0.0,6,0.109,-8.892,0,0.268,120.999,4,0.274
160,Lil Wayne,What About Me (feat. Post Malone),6lTLgWznUomxzmQpkqGPdF,60,0.0278,0.774,216961,0.458,0.0,10,0.133,-6.45,1,0.042,118.024,4,0.183
161,Shawn Mendes,Lost In Japan - Remix,575NJxNUVDqwJGdzBrlLbv,85,0.0882,0.694,201253,0.852,0.0,7,0.334,-5.34,0,0.257,107.178,4,0.377
162,lovelytheband,broken,6XcfKZvJio9Z0fQy11GnNX,80,0.00175,0.666,204878,0.728,4.26e-06,7,0.0429,-5.808,1,0.0419,122.996,4,0.51
163,Takeoff,Last Memory,66XXCMX3Na7KNfm5e0tOVZ,79,0.179,0.853,171270,0.696,0.0,1,0.286,-6.179,0,0.246,118.001,4,0.184
164,Billie Eilish,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,82,0.919,0.777,176472,0.422,0.00877,0,0.0958,-10.114,1,0.0482,120.041,4,0.187
165,Eminem,Greatest,2XTquzYQAdT1Hk78bOUwsv,83,0.0441,0.809,226938,0.737,0.0,1,0.341,-5.186,1,0.108,80.025,4,0.367
166,Trippie Redd,Diamond Minds,6bKUUSlzDua0gt0g13OKqw,72,0.567,0.678,185828,0.477,0.0,7,0.11,-9.626,1,0.0836,92.963,4,0.481
167,Martin Garrix,Ocean (feat. Khalid),3nc420PXjTdBV5TN0gCFkS,87,0.584,0.506,216420,0.693,9.58e-05,0,0.0891,-7.265,0,0.0412,139.912,4,0.221
168,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),0McI9sOmkpfd4E72njtU0G,77,0.44,0.52,230240,0.594,0.0,11,0.185,-8.81,0,0.462,129.216,5,0.393
169,Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,80,0.186,0.601,206453,0.59,0.0,2,0.0942,-5.001,1,0.0569,151.952,4,0.274
170,Lil Skies,No Rest,0chpIFSjgfd1CPrAxM7PWp,80,0.0186,0.655,135535,0.498,4.47e-06,9,0.139,-13.147,1,0.0479,162.861,4,0.508
171,Mitchell Tenpenny,Drunk Me,3N2AIfVOq6NiTcWHIP4Oco,78,0.201,0.386,213024,0.799,0.0,2,0.103,-3.789,1,0.0555,86.333,4,0.391
172,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,80,0.0991,0.716,226693,0.729,0.0,5,0.0842,-6.313,1,0.117,131.975,4,0.276
173,KYLE,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,81,0.339,0.689,191680,0.584,0.0,1,0.297,-5.768,0,0.119,156.572,4,0.676
174,Dan + Shay,Tequila,7Il2yWQmsqKgSkLQvHTPUI,78,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503
175,Travis Scott,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,79,0.0204,0.731,218284,0.811,0.0,1,0.411,-3.225,1,0.0712,147.045,4,0.426
176,Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,81,0.0379,0.61,221787,0.554,3.84e-05,0,0.166,-5.501,1,0.137,159.85,4,0.244
177,Trippie Redd,Wicked,5iAyI5SlSs1hyWOQeBXvab,71,0.0883,0.812,138449,0.534,1.95e-06,4,0.141,-6.6,0,0.121,98.017,4,0.223
178,Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,81,0.117,0.854,225773,0.463,0.0,5,0.354,-6.159,1,0.137,120.024,4,0.549
179,YoungBoy Never Broke Again,Outside Today,3sA7HKGzcKTVscdiTCrWpX,76,0.139,0.851,129105,0.666,0.0,11,0.105,-5.334,0,0.0694,134.068,4,0.0585
180,Metro Boomin,10AM/Save The World (feat. Gucci Mane),6qZANDqrSAvfuSjcxBP1PD,76,0.257,0.719,226320,0.501,0.0,8,0.189,-8.84,0,0.239,136.025,4,0.419
181,Lil Wayne,Hasta La Vista,0JvPpTwwD1tu2JCyI2Ojbm,52,0.0236,0.797,171867,0.741,0.0,5,0.356,-4.672,0,0.153,149.982,4,0.753
182,Camila Cabello,Consequences - orchestra,1ArLnG0bHaHPXqf08sEKM0,83,0.645,0.547,181913,0.289,0.0,0,0.148,-8.131,1,0.0348,104.851,3,0.213
183,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,90,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
184,Imagine Dragons,Bad Liar,2RSHsoi04658QL5xgQVov3,82,0.0722,0.383,260773,0.637,0.0,3,0.368,-6.993,1,0.0703,177.913,4,0.0827
185,Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,81,0.0338,0.896,303077,0.515,0.0,2,0.317,-5.395,1,0.183,138.016,4,0.174
186,Cardi B,Ring (feat. Kehlani),5DfWF0jqMgZDCiu9zJENTA,80,0.049,0.767,177140,0.543,0.0,1,0.115,-7.881,0,0.103,106.029,4,0.485
187,Lil Wayne,In This House (feat. Gucci Mane),55h7Q7zEmW2GSUewT6FuWk,29,0.0438,0.826,212133,0.683,0.0,5,0.166,-4.15,1,0.319,146.074,4,0.56
188,Trippie Redd,So Alive,73pDDTXW6SKqM52N4Rdred,70,0.0316,0.678,119070,0.474,0.0,10,0.0754,-10.059,1,0.0428,128.942,4,0.178
189,Ozuna,Vaina Loca,1s2B5cndbqK8rPJEIcKJRQ,91,0.315,0.754,176133,0.805,0.0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
190,Avril Lavigne,Head Above Water,1N7YeVU0ZwAFbOhwM61ef6,85,0.0112,0.578,220850,0.694,0.0,5,0.102,-5.351,1,0.0706,129.921,4,0.268
191,Metro Boomin,"Only You (feat. WizKid, Offset & J Balvin)",0KPiSFlz5OUCgw7nwvhYWe,76,0.538,0.732,218627,0.69,9.37e-05,4,0.191,-7.745,0,0.174,117.157,4,0.636
192,6ix9ine,TATI,6kp0inxIexxSiDJfWqq0ZL,81,0.00214,0.779,154565,0.767,0.0,11,0.102,-5.462,0,0.258,91.981,4,0.523
193,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,80,0.544,0.515,209274,0.479,0.00598,3,0.191,-7.458,1,0.0261,88.964,4,0.284
194,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,80,0.192,0.741,231964,0.645,0.0,11,0.163,-5.116,0,0.0963,149.07,4,0.488
195,Gunna,Sold Out Dates (feat. Lil Baby),72LlwJM24dWKpFLVB3PWWQ,77,0.433,0.824,166298,0.554,0.0,4,0.124,-7.118,0,0.115,127.003,4,0.316
196,Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,86,0.0573,0.622,211360,0.712,0.0,5,0.13,-7.321,1,0.066,140.025,4,0.487
197,Metro Boomin,Only 1 (Interlude) (with Travis Scott),2kJAhu7mesSEkML8zviSNX,75,0.744,0.317,80467,0.239,0.0,1,0.169,-12.036,0,0.0331,78.251,3,0.391
198,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,83,0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552
199,2 Chainz,Bigger Than You (feat. Drake & Quavo),5S1IUPueD0xE0vj4zU3nSf,79,0.247,0.888,225893,0.515,0.0,1,0.446,-6.246,1,0.271,141.009,4,0.264
200,Takeoff,Casper,1B4gJRq61xTs6r1O0Uq2iY,79,0.561,0.917,197079,0.598,0.0,1,0.123,-7.363,1,0.211,140.055,4,0.757
201,Wiz Khalifa,Fr Fr (feat. Lil Skies),1RagpNpkD3KcjXMLGMe99V,79,0.12,0.916,195591,0.493,2.63e-06,1,0.211,-7.371,0,0.162,140.057,4,0.327
202,J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,79,0.21,0.831,191437,0.782,0.0,0,0.113,-6.274,1,0.15,141.869,4,0.199
203,Lil Wayne,Famous (feat. Reginae Carter),05r1GGg1Rhs0RcUg27C82a,78,0.0301,0.624,242050,0.568,0.0,9,0.25,-5.664,1,0.143,149.857,4,0.115
204,Eminem,Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,82,0.112,0.78,216029,0.808,0.0,2,0.329,-5.175,1,0.484,79.982,4,0.642
205,Trippie Redd,Emani Interlude,4aVQevcrgVDwqtRujqZrui,69,0.00591,0.468,96000,0.522,0.0049,8,0.154,-7.117,0,0.049,129.805,4,0.254
206,Trippie Redd,Camp Fire Tale,3prLqweRlHjmdsycz41cRh,69,0.447,0.671,149625,0.249,9.45e-06,6,0.125,-10.896,1,0.0349,80.097,4,0.154
207,Quavo,FLIP THE SWITCH (feat. Drake),1rlIrbWboTRGeKfHhgbJRZ,80,0.129,0.853,156195,0.637,0.0,3,0.267,-5.924,0,0.331,86.048,4,0.496
208,The Weeknd,Call Out My Name,4MPTj8lMMvxLwT3EwuXFop,83,0.211,0.449,228373,0.599,0.0,1,0.327,-4.892,1,0.0369,134.144,3,0.165
209,Jonas Blue,Rise,3u1S1OmAUhx5DRlLrXqyp3,91,0.323,0.69,194408,0.784,0.0,1,0.203,-4.653,1,0.032,106.066,4,0.669
210,Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,90,0.0441,0.737,222653,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565
211,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,77,0.0292,0.533,183160,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,4,0.7
212,Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,79,0.109,0.802,210387,0.59,0.0,6,0.429,-8.81,1,0.273,117.007,4,0.747
213,Ariana Grande,everytime,0WdR2AyLW1Drd3OUdwezM0,81,0.186,0.71,172107,0.614,0.0,10,0.0974,-6.757,0,0.0431,148.152,4,0.658
214,Twenty One Pilots,Chlorine,23OXdR7YuUBVWh5hSnYJau,81,0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315
215,Lukas Graham,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,86,0.161,0.55,205463,0.415,0.0,9,0.108,-6.557,0,0.052,172.065,4,0.274
216,Juice WRLD,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,78,0.0102,0.638,228720,0.624,0.0,10,0.0944,-5.37,1,0.0798,159.937,4,0.445
217,Pardison Fontaine,Backin' It Up (feat. Cardi B),0PpfPNtQOOvbMNVJijTQj0,78,0.0886,0.796,190466,0.68,0.0,10,0.268,-4.853,0,0.353,164.932,4,0.565
218,G-Eazy,1942,794QVQtFNy7hvtjQP1keQd,78,0.0152,0.817,213080,0.646,0.0,4,0.125,-5.12,0,0.249,162.898,4,0.835
219,Metro Boomin,No Complaints (feat. Offset & Drake) (Bonus),304CtPEPYQS6hbM4CubVti,74,0.0709,0.914,265480,0.572,0.00237,2,0.0599,-8.82,1,0.166,123.963,4,0.203
220,Khalid,Vertigo,7stcuQtnHL7C6XdPvpwywv,79,0.552,0.487,270413,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207
221,YBN Nahmir,Bounce Out With That,2iWEpiPiIPf5D4f2UGBlrZ,77,0.033,0.865,97344,0.624,0.0,8,0.0984,-8.224,1,0.103,94.94,4,0.396
222,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX,77,0.0912,0.855,187465,0.516,0.0,10,0.114,-8.116,0,0.44,140.955,4,0.153
223,Post Malone,Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,79,0.337,0.669,194560,0.675,1.5e-05,1,0.109,-2.869,1,0.0337,160.911,4,0.262
224,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),5IvdLxVB8gwwcgnEkXSSW2,77,0.525,0.603,242972,0.457,0.0,11,0.0905,-5.384,1,0.297,73.724,4,0.458
225,King Princess,1950,0CZ8lquoTX2Dkg7Ak2inwA,82,0.648,0.6,225133,0.535,4.7e-06,4,0.162,-7.043,1,0.107,71.912,4,0.269
226,Kane Brown,Lose It,6GBndDk0OEpDkmKoSBJyyK,77,0.00261,0.549,178733,0.869,1.77e-06,4,0.29,-4.905,0,0.0289,91.988,4,0.433
227,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,79,0.000874,0.563,229670,0.717,0.0,1,0.183,-5.186,1,0.337,82.064,4,0.427
228,Mac Miller,Ladders,39NDBdU5Xkm5pCFGa5kZtI,79,0.236,0.802,287040,0.463,0.00531,8,0.105,-8.379,1,0.162,103.961,4,0.291
229,Juice WRLD,Candles,5EuKpn4RsDC1UFVUT0G269,77,0.373,0.715,183703,0.574,0.0,7,0.174,-6.236,1,0.0817,157.0,4,0.337
230,Twenty One Pilots,Morph,01vv2AjxgP4uUyb8waYO5Y,81,0.0747,0.734,258853,0.607,0.000577,8,0.0968,-7.249,0,0.0806,90.023,4,0.518
231,Dynoro,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,94,0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
232,Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r,79,0.269,0.802,211427,0.743,1.36e-06,7,0.121,-4.82,0,0.0474,146.03,4,0.877
233,Travis Scott,R.I.P. SCREW,4SZepBIPDRwPaHIjAKwRDb,78,0.389,0.607,185610,0.609,1.6e-05,0,0.111,-5.978,0,0.291,74.946,4,0.556
234,Childish Gambino,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,79,0.162,0.554,297404,0.596,0.00482,7,0.0805,-8.214,1,0.13,165.728,4,0.255
235,Lil Wayne,Dope Niggaz (feat. Snoop Dogg),2AwyHlbA6f641SEkizD5JG,77,0.0395,0.752,205983,0.708,0.0,9,0.0601,-5.053,1,0.28,84.974,4,0.645
236,88rising,Midsummer Madness,6TodWdTSDfzwgYynTZSvJn,80,0.359,0.409,280842,0.678,4.76e-06,9,0.167,-7.731,1,0.0878,89.968,4,0.168
237,Future,Astronauts,2vs5ubqg8QUbfyWZpMfvWe,77,0.0402,0.732,169920,0.586,2.66e-06,1,0.121,-7.868,1,0.232,76.48,4,0.73
238,Travis Scott,STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,79,0.221,0.588,338438,0.567,0.0,4,0.135,-3.738,0,0.0628,150.009,4,0.113
239,John Mayer,New Light,3bH4HzoZZFq8UpZmI2AMgV,83,0.325,0.828,216015,0.689,0.0384,7,0.0808,-7.878,1,0.0326,123.931,4,0.853
240,Lil Peep,Sex with My Ex,0H1Had94fszD13qsFsP1U5,77,0.0472,0.497,213640,0.77,0.0,6,0.102,-4.298,1,0.0757,167.892,4,0.47
241,Cardi B,Bartier Cardi (feat. 21 Savage),0dIoGTQXDh1wVnhIiSyYEa,77,0.00111,0.908,224285,0.524,0.000678,1,0.383,-7.955,1,0.181,138.015,4,0.109
242,Famous Dex,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",0n22yqkitWec0PV6tibWEO,77,0.235,0.68,230408,0.732,0.000174,10,0.0705,-7.108,0,0.27,75.422,4,0.864
243,Juice WRLD,Make It Back,2EhJijFUs0WUmNClDBpYJq,76,0.122,0.75,102560,0.387,0.0,1,0.0993,-10.123,0,0.487,143.019,4,0.739
244,Travis Scott,CAROUSEL,7KZ5MMVgBVox9ycroB2UrI,78,0.229,0.428,180183,0.403,0.0,5,0.22,-5.914,0,0.209,95.387,5,0.133
245,Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),5Xn4IyTtW6FUGIUyWjbUHG,88,0.0776,0.643,195419,0.904,0.0,0,0.189,-3.694,1,0.0739,103.028,4,0.481
246,The Carters,APESHIT,0E6PsO3ymCfUh7pJQjBgkj,74,0.0133,0.705,264853,0.784,0.0,2,0.168,-6.477,1,0.271,160.035,4,0.377
247,Becky G,Sin Pijama,2ijef6ni2amuunRoKTlgww,89,0.354,0.791,188560,0.745,2.93e-05,11,0.104,-3.695,0,0.0464,94.014,4,0.82
248,The Chainsmokers,This Feeling,4edS9dC0JPBlSS4p4gMOT0,82,0.0651,0.539,199227,0.651,0.0,1,0.0662,-5.304,1,0.0432,105.159,4,0.474
249,Karol G,Culpables,6q8Lb50EtqNeeJXXe8mMAH,88,0.279,0.728,226627,0.801,4.71e-06,8,0.143,-2.942,0,0.0683,130.059,4,0.416
250,Maroon 5,What Lovers Do (feat. SZA),2j5hsQvApottzvTn4pFJWF,77,0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419
251,Ariana Grande,pete davidson,0XOnMqLQDO89iAg7dWWwnG,79,0.43,0.652,73813,0.31,1.16e-05,4,0.182,-10.212,1,0.0509,119.913,4,0.304
252,Maluma,Mala Mía,62o8KoI44JfN7aYxgTnPvh,89,0.31,0.749,183753,0.752,0.0,6,0.232,-4.883,1,0.345,180.049,4,0.901
253,Post Malone,Over Now,09IOPhEh1OMe0HD9b36FJk,79,0.131,0.559,246987,0.761,1.6e-06,4,0.143,-4.041,0,0.0877,163.898,4,0.24
254,Bazzi,Beautiful,5TVirkSwFEXF1nLJEebe2I,79,0.214,0.666,178242,0.677,0.0,2,0.0979,-5.743,1,0.0326,100.014,4,0.178
255,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,78,0.343,0.69,245640,0.462,0.00218,8,0.113,-8.054,1,0.13,157.655,4,0.325
256,Lil Pump,Esskeetit,44KKhCyI0BGS6LvVyDqJtH,81,0.022,0.932,181714,0.506,0.0,11,0.0933,-7.755,1,0.161,139.974,4,0.696
257,YBN Cordae,Kung Fu,3i01Zk9c0FQ5HA1WJjflXI,76,0.0227,0.876,199680,0.608,1.16e-05,8,0.107,-6.019,1,0.109,124.983,4,0.258
258,Tyga,Dip (feat. Nicki Minaj),4hXDobvUaXyDFLnmecoY0z,80,0.0311,0.885,195992,0.543,0.0,2,0.154,-6.338,1,0.2,99.026,4,0.43
259,Gryffin,Tie Me Down (with Elley Duhé),4QVS8YCpK71R4FsxSMCjhP,79,0.135,0.548,218296,0.839,0.0,6,0.102,-2.371,1,0.0644,98.932,4,0.314
260,Young Thug,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii,77,0.223,0.759,195160,0.498,5.84e-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
261,Cardi B,Be Careful,2Yl4OmDby9iitgNWZPwxkd,77,0.0256,0.82,210787,0.568,0.0,6,0.0952,-8.23,0,0.411,152.279,4,0.535
262,Rich The Kid,New Freezer (feat. Kendrick Lamar),2EgB4n6XyBsuNUbuarr4eG,77,0.0405,0.884,191938,0.698,0.0,0,0.195,-9.101,1,0.364,140.068,4,0.575
263,H.E.R.,Could've Been (feat. Bryson Tiller),6lzLjIOyWTyTJvk0jraYee,77,0.64,0.545,248467,0.33,7e-06,1,0.22,-11.719,0,0.164,103.553,4,0.399
264,Kygo,Born To Be Yours,0WVAQaxrT0wsGEG4BCVSn2,74,0.3,0.688,193321,0.688,0.0,3,0.0982,-5.84,1,0.0357,114.011,4,0.451
265,Machine Gun Kelly,RAP DEVIL,63TyoT9Ee03rQxv8xmdJ2l,80,0.217,0.895,286117,0.839,3e-06,0,0.239,-4.512,1,0.227,149.951,4,0.756
266,David Guetta,Say My Name,3MoV1UsAJmz64LHqyiRMp0,78,0.137,0.703,198947,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,4,0.79
267,Bad Bunny,Estamos Bien,7glCSQqV5o6NU88Cn4zPZn,84,0.831,0.793,208080,0.557,4.45e-06,9,0.103,-5.618,0,0.1,120.118,4,0.468
268,Logic,Everyday,4EAV2cKiqKP5UPZmY6dejk,79,0.041,0.67,204747,0.752,0.0,1,0.0749,-4.146,1,0.0374,149.961,4,0.442
269,Juice WRLD,Scared Of Love,2yN3r3qywFipxJlUdmOO8M,77,0.032,0.642,170539,0.562,0.0,11,0.168,-4.869,0,0.0812,158.001,4,0.177
270,YoungBoy Never Broke Again,Murda (feat. Trippie Redd),2CEXhYY4cGmjyTyZJw7Wo0,75,0.28,0.691,183682,0.566,0.0,4,0.106,-5.213,0,0.227,147.982,4,0.291
271,Charli XCX,1999,05mAIVLkIWc2d1UBYZBCp8,85,0.0227,0.739,189000,0.742,1.39e-06,7,0.229,-4.586,1,0.0329,124.016,4,0.659
272,Camila Cabello,Real Friends,5vnpANH92iEajvGwE2oQ6r,81,0.235,0.701,223583,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.663
273,BTS,IDOL,2AIWoHr9DF6y4KALCBKWQS,81,0.00481,0.734,222732,0.855,0.0,9,0.123,-3.211,1,0.118,126.035,4,0.422
274,Lil Wayne,Let It All Work Out,3BUWNzPWz2mDbptZmGEXpB,75,0.0216,0.552,316192,0.562,0.0,11,0.302,-6.862,1,0.164,135.014,4,0.439
275,Twenty One Pilots,Jumpsuit,1E1uGhNdBe6Dddbgs2KqtZ,80,0.00849,0.62,238560,0.61,0.162,11,0.205,-8.329,0,0.0373,127.052,4,0.235
276,Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,75,0.371,0.9,174336,0.385,0.0,1,0.142,-12.189,0,0.435,99.964,4,0.488
277,Travis Scott,5% TINT,11kDth1aKUEUMq9r1pqyds,77,0.173,0.712,196138,0.481,0.0,4,0.241,-5.415,0,0.0487,140.0,4,0.062
278,Mac Miller,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,77,0.89,0.272,161840,0.238,0.00925,2,0.275,-12.148,0,0.0349,83.507,4,0.119
279,The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,80,0.0762,0.735,211440,0.677,2.17e-05,2,0.111,-4.979,1,0.093,100.584,4,0.188
280,Future,Transformer (feat. Nicki Minaj),2MfcvcvWSUkstTDZXYIakq,76,0.00151,0.753,196333,0.616,7.1e-06,2,0.291,-7.34,1,0.165,156.83,4,0.287
281,Nicky Jam,X - Remix,6JjPBQfI2Y8nIjnm65X6Pw,85,0.0561,0.663,235747,0.696,3.77e-05,9,0.0778,-4.957,0,0.103,180.113,4,0.738
282,Lil Wayne,Open Letter,2DnH4XlEkghUdE8ymdVom5,75,0.0283,0.769,269287,0.55,0.0,9,0.139,-6.299,0,0.359,97.01,4,0.36
283,Panic! At The Disco,Say Amen (Saturday Night),76vMKwFtdDDCLcM6zXybjB,77,0.167,0.491,189187,0.867,0.0,6,0.458,-2.313,0,0.103,167.965,4,0.602
284,Marc Anthony,Está Rico,2wRkBumdItthjYP9XknImg,85,0.266,0.817,215151,0.74,0.0,11,0.0992,-4.566,0,0.283,130.04,4,0.674
285,Rae Sremmurd,Guatemala - From Swaecation,0TCnOEVeLQMXOUrpPlM7uY,80,0.185,0.849,256341,0.699,0.00118,4,0.0954,-5.193,0,0.0574,100.989,4,0.0778
286,Lil Peep,Broken Smile (My All),1BCBBO8VUEFOb6RBct4XDp,76,0.0459,0.545,280520,0.517,0.00724,0,0.15,-8.681,0,0.0359,120.044,4,0.115
287,J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,76,0.482,0.829,200310,0.527,0.0,6,0.631,-6.644,0,0.367,116.078,4,0.473
288,Anne-Marie,2002,4Pbg79cTBu4vgSphoyNq3j,85,0.0372,0.697,186987,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,4,0.603
289,Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,77,0.0985,0.689,217828,0.723,0.0,0,0.158,-4.052,0,0.0836,160.042,4,0.288
290,benny blanco,I Found You (with Calvin Harris),5sdb5pMhcK44SSLsj1moUh,82,0.035,0.805,191496,0.87,0.0882,6,0.294,-4.181,1,0.0439,122.996,4,0.386
291,Juice WRLD,Hurt Me,6feFJnZ7UZwDzqrllDfRkS,76,0.128,0.62,122285,0.451,0.0,6,0.373,-7.623,1,0.17,156.906,4,0.294
292,Twenty One Pilots,Nico And The Niners,5SehvGGC53A7SZKCLXQcyt,79,0.0699,0.728,225040,0.602,7.01e-06,9,0.318,-7.748,0,0.185,140.081,4,0.328
293,Lil Baby,Business Is Business (Lil Baby & Gunna),7roKDmJDOzkpfGpUQJ5EnL,75,0.287,0.823,162268,0.638,0.0,7,0.105,-6.131,0,0.0852,141.943,4,0.371
294,Ski Mask The Slump God,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,77,0.165,0.943,145760,0.677,0.0,7,0.327,-6.033,1,0.246,112.001,4,0.615
295,Ariana Grande,goodnight n go,14kYOiFVPb7E7NfFbqhdln,79,0.0217,0.708,189507,0.454,0.0,1,0.073,-7.07,1,0.0395,110.963,4,0.24
296,Queen Naija,Medicine,4lFfMRH0YH4pW5gczTDbNC,75,0.24,0.741,219136,0.37,0.0,8,0.118,-8.437,0,0.324,116.06,4,0.13
297,Ozuna,Ibiza,1h9P5WJwyvK8OB7O2YiXgp,87,0.254,0.691,200747,0.71,0.0,5,0.108,-5.144,1,0.334,192.046,4,0.726
298,Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,81,0.181,0.637,226973,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,4,0.243
299,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,83,0.109,0.775,208787,0.613,2.33e-05,3,0.134,-4.586,0,0.0542,100.066,4,0.797
300,Lil Skies,I Know You (feat. Yung Pinch),5Cg98kiDYtCEHmjcKD0CJD,76,0.194,0.773,211200,0.602,0.000443,10,0.141,-6.384,1,0.108,74.896,4,0.442
301,K/DA,POP/STARS,5sbooPcNgIE22DwO0VNGUJ,85,0.0183,0.566,191100,0.769,0.0,7,0.108,-4.342,1,0.0872,170.036,4,0.385
302,Khalid,Motion,65DzdjRWH35DNsBZBjW523,78,0.0982,0.554,235880,0.61,0.0812,0,0.561,-7.229,1,0.0804,80.948,4,0.497
303,Logic,44 More,3e7Y6sfFlIdBMJhX7wpqVO,77,0.0635,0.829,188600,0.589,0.0,1,0.113,-7.055,1,0.202,139.971,4,0.233
